Algorithm;Hyperparameter (C);Values
ISDisG/Sqrt; 0.0215443; 0.0872441, 0.0823929, 0.087587, 0.0872441, 0.086586, 0.0872441, 0.0821292, 0.0884145, 0.0858644, 0.0861918, 0.0819788, 0.0876029, 0.0872441, 0.0903991, 0.0904681, 0.0872441, 0.0872441, 0.0953407, 0.0935076, 0.0872441, 0.089197, 0.0872441, 0.0872441, 0.0841048, 0.086586, 0.0951358, 0.0946034, 0.0863978, 0.0957791, 0.100455, 0.086586, 0.09016, 0.0899361, 0.0872441, 0.0872441, 0.0823929, 0.0872441, 0.0872441, 0.086586, 0.0872441, 0.0839881, 0.0872441, 0.0876842, 0.0872441, 0.0861918, 0.0944342, 0.0872441, 0.13257, 0.086586, 0.086586, 0.086586, 0.0872441, 0.0872441, 0.132612, 0.084716, 0.0872441, 0.0848374, 0.086586, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0903722, 0.0872441, 0.0872441, 0.0858644, 0.083984, 0.0861918, 0.0872441, 0.086586, 0.0972862, 0.106979, 0.0872441, 0.0872441, 0.0872441, 0.109017, 0.117782, 0.0872441, 0.0872441, 0.0872441, 0.086586, 0.103489, 0.0872441, 0.0872441, 0.086586, 0.0872441, 0.0872441, 0.0872441, 0.148118, 0.0872441, 0.0974595, 0.0872441, 0.0974821, 0.0861918, 0.0880975, 0.15921, 0.155419, 0.17054, 0.0839881, 0.155419, 
ISDisG/UCT; 0.0464159; 0.0872441, 0.0907202, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0938609, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0991977, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0874964, 0.0872441, 0.0872441, 0.109915, 0.0872441, 0.0872441, 0.0872406, 0.0872441, 0.0872441, 0.0872441, 0.0878711, 0.0872441, 0.086586, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.088355, 0.0881851, 0.086586, 0.0872441, 0.0962604, 0.0879716, 0.0937669, 0.0872441, 0.0882769, 0.0872441, 0.0970695, 0.0938586, 0.0872441, 0.086586, 0.0872441, 0.0872441, 0.0872441, 0.106022, 0.0953319, 0.0907206, 0.0872441, 0.0872441, 0.0872441, 0.0967125, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.110261, 0.0872441, 0.0872441, 0.0967585, 0.0872441, 0.0872441, 0.0892494, 0.0872441, 0.0872441, 0.0872441, 0.100297, 0.0872441, 0.0872441, 0.0872441, 0.086586, 0.0872441, 0.0872441, 0.0891187, 0.0872441, 0.0901376, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.086495, 0.0872441, 0.0872441, 
ISDisG/Tun; 0.0464159; 0.0874118, 0.091133, 0.0872441, 0.0872441, 0.0872441, 0.086586, 0.0872441, 0.0849052, 0.0872441, 0.0873558, 0.0926822, 0.086586, 0.0880147, 0.0872441, 0.103887, 0.0872441, 0.096654, 0.0872441, 0.0872441, 0.0872441, 0.125659, 0.0872441, 0.0942095, 0.112869, 0.0872441, 0.0839881, 0.091627, 0.0872441, 0.086586, 0.0872441, 0.0872441, 0.0878401, 0.0861918, 0.086586, 0.086586, 0.0882085, 0.114645, 0.0872441, 0.0872441, 0.086586, 0.0872441, 0.0872441, 0.0872441, 0.086586, 0.0872441, 0.0872441, 0.0994609, 0.0876983, 0.0863849, 0.0942989, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.086586, 0.086586, 0.0900042, 0.0940412, 0.086586, 0.0987457, 0.0872441, 0.086586, 0.086586, 0.0904211, 0.0938012, 0.0872441, 0.0872441, 0.086586, 0.086586, 0.0829041, 0.0880975, 0.0872441, 0.0963912, 0.0891187, 0.0885929, 0.086586, 0.10412, 0.0872441, 0.143001, 0.086586, 0.10268, 0.0861918, 0.0951655, 0.0872441, 0.0872441, 0.086586, 0.086586, 0.0940796, 0.0872441, 0.0914836, 0.139608, 0.132529, 0.133582, 0.0872441, 0.166471, 0.148118, 0.140119, 0.0872441, 0.155419, 
ISDisG/SP; 0.0464159; 0.0243226, 0.0242507, 0.0245821, 0.0236505, 0.0285227, 0.0165172, 0.0242642, 0.0227127, 0.0241856, 0.024498, 0.0243841, 0.0165216, 0.0240421, 0.0241426, 0.0247217, 0.0245167, 0.0245788, 0.0240846, 0.0165284, 0.02516, 0.0305835, 0.0312577, 0.0246317, 0.0245608, 0.0191286, 0.0322897, 0.0165006, 0.0217568, 0.0247358, 0.0298351, 0.024592, 0.0242199, 0.0242793, 0.0253477, 0.031178, 0.0242186, 0.0245858, 0.0247266, 0.0202433, 0.0314305, 0.0302653, 0.0242026, 0.0247393, 0.016527, 0.0165114, 0.0246074, 0.0165242, 0.0251004, 0.0234811, 0.0234228, 0.0164969, 0.0240785, 0.0244708, 0.0200273, 0.0239754, 0.0244143, 0.0246487, 0.0227538, 0.0240805, 0.0246212, 0.0286293, 0.0256504, 0.0234621, 0.030449, 0.024511, 0.0250527, 0.0193884, 0.0245249, 0.0239834, 0.0345029, 0.0219471, 0.029974, 0.0213863, 0.0245896, 0.0300326, 0.0234166, 0.0246017, 0.0165279, 0.0165268, 0.0209143, 0.0240242, 0.0243101, 0.0235371, 0.0243548, 0.0165227, 0.023478, 0.0250665, 0.0245289, 0.0243005, 0.0165263, 0.0247131, 0.0229992, 0.0247214, 0.0237194, 0.0247117, 0.023809, 0.0244255, 0.024463, 0.0326909, 0.0229305, 
ISDisG/Dep; 0.0464159; 0.0872441, 0.0872441, 0.0872441, 0.0900952, 0.0872441, 0.0969357, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.100284, 0.086586, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0969251, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.102153, 0.0872441, 0.098819, 0.0872441, 0.0872441, 0.0872441, 0.09068, 0.0928931, 0.0872441, 0.0971605, 0.0872441, 0.092496, 0.0872441, 0.0872441, 0.0912241, 0.0872441, 0.105855, 0.0847815, 0.091492, 0.0940656, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0906574, 0.0872441, 0.0872441, 0.0872441, 0.107184, 0.0872441, 0.0906574, 0.0872441, 0.0872441, 0.0872441, 0.0983883, 0.0872441, 0.0872441, 0.0881906, 0.0872441, 0.0933854, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0943666, 0.0872441, 0.0882302, 0.086586, 0.086495, 0.0943448, 0.0872441, 0.0906574, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0969787, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.16264, 0.0945736, 
ISDisG/Gre; 0.0464159; 0.0872441, 0.0872441, 0.0872441, 0.0991977, 0.0872441, 0.0872441, 0.0967125, 0.0872441, 0.0872441, 0.0882769, 0.086586, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0938609, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0970695, 0.0872441, 0.0901376, 0.0872441, 0.0967585, 0.0879716, 0.0872441, 0.0872441, 0.0891187, 0.100297, 0.0872441, 0.0872441, 0.086586, 0.0872441, 0.0872441, 0.0872441, 0.109915, 0.0872441, 0.0872441, 0.110261, 0.086586, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0892494, 0.086586, 0.0872441, 0.086495, 0.0872441, 0.0872441, 0.0872441, 0.0878711, 0.0953319, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0881851, 0.0937669, 0.0907202, 0.0872441, 0.0872441, 0.0872406, 0.0872441, 0.0938586, 0.0872441, 0.0962604, 0.0872441, 0.0872441, 0.0872441, 0.106022, 0.088355, 0.0874964, 0.0872441, 0.0872441, 0.0872441, 0.0907206, 0.0872441, 
ISDisG/Sqrt; 0.0464159; 0.0872441, 0.0872441, 0.0967125, 0.0878711, 0.0891187, 0.0892494, 0.0881851, 0.0872441, 0.086586, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0938609, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872406, 0.0937669, 0.0882769, 0.106022, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.110261, 0.0872441, 0.0872441, 0.0872441, 0.0879716, 0.0872441, 0.0872441, 0.0872441, 0.086495, 0.0872441, 0.0872441, 0.0962604, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.086586, 0.086586, 0.0970695, 0.0872441, 0.0872441, 0.0872441, 0.0938586, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.109915, 0.0872441, 0.088355, 0.100297, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0953319, 0.0872441, 0.0967585, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0901376, 0.0872441, 0.086586, 0.0872441, 0.0907206, 0.0991977, 0.0907202, 0.0872441, 0.0872441, 0.0874964, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 
ISDisG/UCT; 0.1; 0.0872441, 0.0931085, 0.0872441, 0.102282, 0.0936365, 0.0872441, 0.115953, 0.0872441, 0.0872441, 0.0928591, 0.0872441, 0.0872659, 0.0872441, 0.0872441, 0.0962472, 0.100055, 0.0872441, 0.0959884, 0.0930295, 0.0872441, 0.0963035, 0.0938609, 0.100483, 0.0872441, 0.0972036, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.100986, 0.0888646, 0.105173, 0.0872441, 0.0872441, 0.0872441, 0.0955521, 0.0872441, 0.0872441, 0.088053, 0.116062, 0.0872441, 0.0872441, 0.0926484, 0.0873186, 0.0941712, 0.0975106, 0.109424, 0.0872441, 0.0872441, 0.0902506, 0.0878635, 0.0974254, 0.0876859, 0.0872441, 0.10184, 0.0872441, 0.0872441, 0.0872441, 0.0928873, 0.116327, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.107325, 0.0872441, 0.0872441, 0.0876249, 0.0872441, 0.101261, 0.0967992, 0.0872441, 0.0872441, 0.112862, 0.0908184, 0.0872441, 0.110305, 0.0872441, 0.0935683, 0.0872441, 0.10467, 0.0910425, 0.0872441, 0.0877404, 0.0872441, 0.105361, 0.0872441, 0.0891802, 0.0883196, 0.0872441, 0.0872441, 0.0936556, 0.0872441, 0.0888667, 0.0905211, 0.0872441, 0.0872441, 0.0893002, 
ISDisG/Tun; 0.1; 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.103842, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0880087, 0.104088, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.100276, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.108276, 0.0872441, 0.0872441, 0.0881851, 0.0872441, 0.106309, 0.086586, 0.100369, 0.0942974, 0.0902617, 0.0939961, 0.0872441, 0.0872441, 0.108335, 0.0872441, 0.0872441, 0.0872441, 0.0925245, 0.091041, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0965734, 0.0918252, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0882085, 0.0872441, 0.0872441, 0.100415, 0.105397, 0.0872441, 0.0970046, 0.0872441, 0.0872441, 0.0901154, 0.0876317, 0.0872441, 0.0872441, 0.0872441, 0.0914913, 0.0872441, 0.0872441, 0.0872441, 0.0880514, 0.0872441, 0.0872441, 0.0882085, 0.0872441, 0.100163, 0.0872441, 0.0955536, 0.0872441, 0.0872441, 0.0872441, 0.106643, 0.0872441, 0.0872441, 0.0904575, 0.0872441, 0.0872441, 0.0902602, 0.0872441, 0.0882348, 0.0872441, 0.0872441, 
ISDisG/SP; 0.1; 0.0241426, 0.0240242, 0.0234228, 0.0242186, 0.0234166, 0.0242026, 0.0237194, 0.0253477, 0.0235371, 0.0245289, 0.0251004, 0.0241856, 0.0240421, 0.0239754, 0.0250527, 0.029974, 0.0247217, 0.0244143, 0.0240785, 0.0165172, 0.0247214, 0.0242199, 0.0240846, 0.0165006, 0.0245896, 0.0165263, 0.0227538, 0.024463, 0.0285227, 0.0193884, 0.0247266, 0.0314305, 0.0245788, 0.0246317, 0.0229992, 0.0165114, 0.0247358, 0.0300326, 0.024511, 0.0165216, 0.0165284, 0.0243226, 0.0213863, 0.016527, 0.0242507, 0.0242793, 0.0165227, 0.0286293, 0.0302653, 0.0245858, 0.0245608, 0.0200273, 0.0245249, 0.0243841, 0.0246074, 0.0227127, 0.0243005, 0.0244708, 0.0165279, 0.0165242, 0.024498, 0.0191286, 0.0247117, 0.0247393, 0.0240805, 0.0312577, 0.0243101, 0.0246017, 0.0250665, 0.031178, 0.023809, 0.0217568, 0.0234621, 0.024592, 0.0236505, 0.0229305, 0.0245821, 0.0345029, 0.0326909, 0.0209143, 0.0246212, 0.0243548, 0.0305835, 0.0322897, 0.0219471, 0.0245167, 0.030449, 0.0202433, 0.0234811, 0.0246487, 0.0247131, 0.0239834, 0.0165268, 0.02516, 0.0242642, 0.0256504, 0.0164969, 0.0298351, 0.023478, 0.0244255, 
ISDisG/Dep; 0.1; 0.0872441, 0.094214, 0.0872441, 0.0901493, 0.106198, 0.0933878, 0.0892686, 0.0872441, 0.0872441, 0.0913995, 0.0880079, 0.0872441, 0.0879207, 0.0872441, 0.0872441, 0.0970331, 0.0902451, 0.0880433, 0.0872441, 0.0872441, 0.0872441, 0.0910422, 0.0929103, 0.0943068, 0.091368, 0.0872441, 0.0872441, 0.0872441, 0.0873861, 0.0872441, 0.0946715, 0.100765, 0.0872441, 0.0872441, 0.0872441, 0.0907342, 0.0872441, 0.0872441, 0.0988629, 0.0878526, 0.0971135, 0.100021, 0.0882364, 0.0973332, 0.0872441, 0.103755, 0.0872441, 0.0938143, 0.114047, 0.1075, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.121438, 0.0985261, 0.0872441, 0.0872441, 0.0938594, 0.113299, 0.0872441, 0.0931131, 0.0877023, 0.0914489, 0.0872441, 0.115498, 0.0882318, 0.0872441, 0.0930445, 0.0880996, 0.0881349, 0.104304, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0898108, 0.0872441, 0.0914944, 0.0872441, 0.0872441, 0.0937233, 0.0872441, 0.10007, 0.0990282, 0.100653, 0.0878756, 0.109553, 0.0872441, 0.0872441, 0.0939111, 0.0872441, 0.0941705, 0.105061, 0.092072, 0.0904448, 0.0872441, 0.0872937, 0.0997087, 
ISDisG/Gre; 0.1; 0.105173, 0.0974254, 0.0975106, 0.0872441, 0.0872441, 0.0967992, 0.0872441, 0.0872441, 0.109424, 0.105361, 0.0872441, 0.10467, 0.116062, 0.0959884, 0.0872441, 0.107325, 0.0877404, 0.0876859, 0.0891802, 0.0872441, 0.0928591, 0.0872659, 0.0902506, 0.0941712, 0.0872441, 0.0872441, 0.0872441, 0.100055, 0.0872441, 0.115953, 0.0872441, 0.0928873, 0.0872441, 0.0872441, 0.0931085, 0.0873186, 0.0872441, 0.0872441, 0.102282, 0.0872441, 0.0936365, 0.0876249, 0.0872441, 0.0872441, 0.101261, 0.0872441, 0.088053, 0.0908184, 0.0872441, 0.0872441, 0.0872441, 0.0936556, 0.0935683, 0.100483, 0.0872441, 0.0872441, 0.0962472, 0.0878635, 0.0872441, 0.0972036, 0.0872441, 0.0872441, 0.0955521, 0.112862, 0.0872441, 0.0872441, 0.116327, 0.0872441, 0.0938609, 0.0872441, 0.0930295, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.110305, 0.0872441, 0.0872441, 0.0926484, 0.10184, 0.0872441, 0.0872441, 0.0905211, 0.0872441, 0.0888667, 0.0883196, 0.0910425, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.100986, 0.0872441, 0.0872441, 0.0888646, 0.0963035, 0.0893002, 
ISDisG/Sqrt; 0.1; 0.0872441, 0.0872441, 0.0908184, 0.105361, 0.0872441, 0.0872441, 0.0872441, 0.0888667, 0.0872441, 0.0872441, 0.0938609, 0.112862, 0.0872441, 0.088053, 0.0872441, 0.0974254, 0.0872441, 0.0959884, 0.10184, 0.0872441, 0.10467, 0.0873186, 0.0872441, 0.100986, 0.110305, 0.0872441, 0.0872441, 0.0876249, 0.0872441, 0.107325, 0.0872441, 0.0878635, 0.0872441, 0.0872441, 0.0883196, 0.0891802, 0.0872441, 0.0872441, 0.0972036, 0.0872441, 0.0928591, 0.0928873, 0.0876859, 0.100483, 0.0872441, 0.0872441, 0.0905211, 0.0910425, 0.0872441, 0.0872441, 0.0877404, 0.116327, 0.0975106, 0.0888646, 0.0872441, 0.0872441, 0.0872441, 0.0930295, 0.105173, 0.0872441, 0.0902506, 0.0872441, 0.0872441, 0.0963035, 0.0872441, 0.0967992, 0.101261, 0.0872441, 0.0872441, 0.0936365, 0.0935683, 0.0955521, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.116062, 0.0941712, 0.0872441, 0.0872441, 0.0872441, 0.115953, 0.0926484, 0.0962472, 0.0872441, 0.0872441, 0.0872441, 0.0936556, 0.0872441, 0.0872441, 0.102282, 0.0872659, 0.100055, 0.0872441, 0.0872441, 0.109424, 0.0872441, 0.0931085, 0.0893002, 
ISDisG/UCT; 0.215443; 0.0928924, 0.087475, 0.0931913, 0.103842, 0.100025, 0.0872441, 0.0882337, 0.116158, 0.104914, 0.132588, 0.0876095, 0.106876, 0.0872441, 0.0964506, 0.109154, 0.103217, 0.0988496, 0.0910083, 0.100461, 0.096037, 0.0935978, 0.0940412, 0.107952, 0.104282, 0.0921376, 0.0913405, 0.103842, 0.110701, 0.112398, 0.0892324, 0.118857, 0.0968208, 0.113498, 0.102435, 0.123139, 0.0932311, 0.0939548, 0.0902456, 0.0912157, 0.0894598, 0.0898174, 0.108614, 0.0872441, 0.0923088, 0.108362, 0.0942546, 0.109271, 0.0960571, 0.115751, 0.0872441, 0.109345, 0.116767, 0.113884, 0.109477, 0.102923, 0.0872441, 0.0885715, 0.10206, 0.0988792, 0.134249, 0.112434, 0.0981303, 0.0996615, 0.0872441, 0.0933133, 0.0939068, 0.0905013, 0.0949516, 0.108824, 0.0989817, 0.0872441, 0.0872441, 0.116537, 0.110591, 0.0948223, 0.109748, 0.101875, 0.0964988, 0.100895, 0.105217, 0.0937281, 0.0872441, 0.0872441, 0.0970672, 0.0938039, 0.0872441, 0.0878487, 0.0957556, 0.0872441, 0.0872441, 0.101574, 0.0920797, 0.109583, 0.0987846, 0.102012, 0.112958, 0.0995807, 0.0972843, 0.0975747, 0.108813, 
ISDisG/Tun; 0.215443; 0.0872441, 0.09207, 0.0872441, 0.0872441, 0.0872441, 0.0938957, 0.0893646, 0.102837, 0.0872441, 0.0880964, 0.0878255, 0.0904894, 0.0872441, 0.0872441, 0.0968889, 0.0872441, 0.0872441, 0.0908796, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0899054, 0.090064, 0.0872441, 0.0872441, 0.0913124, 0.0872441, 0.0872441, 0.0922593, 0.0935718, 0.0954284, 0.0921355, 0.0872441, 0.0872441, 0.092637, 0.0872441, 0.0932485, 0.106066, 0.0872441, 0.0872441, 0.0872441, 0.090674, 0.10336, 0.0934336, 0.0932044, 0.0924721, 0.0872441, 0.0872441, 0.0902674, 0.0881111, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0932076, 0.0922557, 0.0872441, 0.0898088, 0.0933201, 0.0881742, 0.0972351, 0.0973347, 0.0872441, 0.0872441, 0.0944778, 0.102045, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0898422, 0.0872441, 0.0872441, 0.110538, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.113925, 0.0872441, 0.0941213, 0.0894717, 0.0902194, 0.0902001, 0.0907855, 0.0872441, 0.0968975, 0.094028, 0.0951064, 0.0976384, 0.0931717, 0.0872441, 0.0872441, 0.0906834, 0.0906554, 0.0890243, 0.0872441, 
ISDisG/SP; 0.215443; 0.0302653, 0.0200273, 0.0234621, 0.0286293, 0.02516, 0.0234228, 0.0209143, 0.0234811, 0.0165268, 0.024498, 0.0241856, 0.0244255, 0.0242793, 0.0242507, 0.0245896, 0.023478, 0.0245608, 0.0213863, 0.0345029, 0.0237194, 0.0227127, 0.0191286, 0.0244143, 0.0243841, 0.0247358, 0.0250665, 0.0241426, 0.0229305, 0.0247117, 0.0240242, 0.0247214, 0.0246074, 0.0165114, 0.0242026, 0.0242186, 0.0250527, 0.0165263, 0.0235371, 0.0314305, 0.0305835, 0.0298351, 0.0245289, 0.0246317, 0.0244708, 0.0240421, 0.0245249, 0.0217568, 0.0326909, 0.0247131, 0.0251004, 0.0229992, 0.0165006, 0.030449, 0.024463, 0.0300326, 0.024511, 0.0240805, 0.0239754, 0.0246212, 0.023809, 0.0285227, 0.0247217, 0.0253477, 0.0202433, 0.0227538, 0.016527, 0.0246487, 0.0245821, 0.0312577, 0.0242199, 0.0245858, 0.0165284, 0.0245788, 0.0165172, 0.0243005, 0.0240846, 0.0165242, 0.0242642, 0.0193884, 0.0246017, 0.0322897, 0.031178, 0.0164969, 0.0165227, 0.0239834, 0.0165216, 0.0243101, 0.0247393, 0.0234166, 0.0243548, 0.0165279, 0.0243226, 0.0245167, 0.0236505, 0.029974, 0.0247266, 0.0240785, 0.0219471, 0.024592, 0.0256504, 
ISDisG/Dep; 0.215443; 0.118778, 0.111082, 0.155841, 0.111252, 0.120051, 0.105245, 0.137826, 0.130624, 0.123378, 0.143709, 0.144444, 0.121456, 0.12661, 0.108813, 0.120336, 0.118711, 0.120218, 0.125354, 0.138745, 0.116712, 0.127117, 0.126113, 0.128199, 0.142717, 0.11518, 0.118315, 0.108648, 0.105068, 0.120266, 0.12526, 0.115852, 0.129631, 0.127542, 0.128714, 0.125974, 0.123049, 0.131803, 0.122105, 0.132304, 0.129998, 0.112788, 0.131184, 0.105841, 0.11889, 0.121548, 0.136996, 0.120357, 0.132629, 0.133518, 0.115012, 0.122399, 0.122064, 0.121764, 0.112541, 0.126223, 0.140105, 0.152385, 0.134692, 0.102876, 0.109288, 0.122927, 0.135141, 0.115101, 0.112158, 0.116866, 0.115416, 0.112326, 0.113475, 0.134953, 0.125373, 0.126129, 0.119825, 0.120445, 0.12747, 0.113049, 0.111232, 0.120845, 0.108113, 0.108679, 0.116163, 0.122839, 0.113296, 0.11872, 0.120211, 0.113787, 0.130974, 0.162961, 0.135981, 0.115034, 0.115906, 0.137384, 0.133284, 0.123051, 0.120366, 0.109048, 0.139841, 0.112775, 0.109625, 0.133004, 0.119723, 
ISDisG/Gre; 0.215443; 0.102012, 0.103842, 0.0882337, 0.0872441, 0.108614, 0.0878487, 0.0872441, 0.134249, 0.0988496, 0.113884, 0.110591, 0.0928924, 0.0939548, 0.0975747, 0.112398, 0.102435, 0.103842, 0.118857, 0.0981303, 0.0920797, 0.0872441, 0.102923, 0.0898174, 0.0872441, 0.0949516, 0.10206, 0.116537, 0.100895, 0.0964506, 0.108824, 0.0872441, 0.104282, 0.101574, 0.100025, 0.108362, 0.0912157, 0.0872441, 0.0996615, 0.0872441, 0.0938039, 0.105217, 0.107952, 0.0972843, 0.0872441, 0.132588, 0.0872441, 0.0905013, 0.0872441, 0.101875, 0.109583, 0.0913405, 0.0872441, 0.106876, 0.0910083, 0.109271, 0.0939068, 0.115751, 0.0872441, 0.109748, 0.0935978, 0.0921376, 0.112434, 0.0933133, 0.0931913, 0.0968208, 0.109477, 0.0970672, 0.0942546, 0.112958, 0.116767, 0.0902456, 0.109154, 0.0876095, 0.0988792, 0.104914, 0.113498, 0.0940412, 0.0989817, 0.0987846, 0.0923088, 0.087475, 0.116158, 0.0995807, 0.0894598, 0.096037, 0.0885715, 0.0937281, 0.0932311, 0.0872441, 0.0960571, 0.0957556, 0.110701, 0.0964988, 0.103217, 0.0892324, 0.0948223, 0.100461, 0.123139, 0.109345, 0.108813, 
ISDisG/Sqrt; 0.215443; 0.0972843, 0.102435, 0.112958, 0.0996615, 0.0912157, 0.100025, 0.0921376, 0.0872441, 0.134249, 0.108614, 0.102923, 0.0988496, 0.116767, 0.102012, 0.0987846, 0.0872441, 0.0937281, 0.0957556, 0.0898174, 0.106876, 0.0942546, 0.0878487, 0.0928924, 0.0949516, 0.109748, 0.103842, 0.0975747, 0.0885715, 0.0872441, 0.132588, 0.108824, 0.0872441, 0.0872441, 0.112434, 0.100895, 0.109154, 0.0894598, 0.0939068, 0.116158, 0.0872441, 0.0939548, 0.0995807, 0.0872441, 0.115751, 0.0902456, 0.0872441, 0.103217, 0.0931913, 0.0964988, 0.0938039, 0.0872441, 0.0920797, 0.108362, 0.118857, 0.109271, 0.113884, 0.113498, 0.0940412, 0.109477, 0.109345, 0.0876095, 0.112398, 0.0988792, 0.0989817, 0.0960571, 0.0905013, 0.0872441, 0.10206, 0.0932311, 0.107952, 0.0913405, 0.0872441, 0.104914, 0.110701, 0.103842, 0.101574, 0.101875, 0.0892324, 0.0910083, 0.100461, 0.0968208, 0.110591, 0.0872441, 0.096037, 0.0872441, 0.087475, 0.105217, 0.0948223, 0.0882337, 0.0981303, 0.104282, 0.0933133, 0.0923088, 0.0964506, 0.0935978, 0.109583, 0.116537, 0.0970672, 0.123139, 0.108813, 
ISDisG/UCT; 0.464159; 0.122423, 0.127128, 0.118604, 0.113928, 0.125967, 0.106783, 0.122508, 0.119022, 0.119728, 0.122984, 0.122753, 0.126388, 0.155245, 0.131176, 0.133287, 0.151059, 0.119516, 0.128092, 0.139492, 0.117561, 0.132608, 0.147771, 0.135387, 0.119064, 0.112836, 0.107595, 0.137723, 0.107045, 0.146064, 0.117567, 0.110136, 0.119589, 0.134448, 0.116397, 0.122324, 0.119169, 0.109957, 0.119628, 0.120224, 0.127041, 0.11819, 0.12447, 0.131237, 0.122051, 0.124884, 0.14288, 0.107849, 0.123201, 0.113915, 0.117219, 0.124724, 0.132536, 0.123765, 0.116614, 0.122076, 0.128966, 0.119866, 0.131712, 0.122697, 0.138791, 0.118477, 0.124192, 0.111681, 0.140703, 0.123669, 0.113981, 0.129613, 0.128086, 0.121022, 0.119209, 0.119612, 0.121064, 0.11288, 0.126291, 0.132441, 0.113041, 0.121634, 0.147071, 0.109407, 0.120425, 0.118148, 0.130429, 0.113928, 0.112514, 0.134874, 0.131311, 0.134466, 0.126689, 0.130858, 0.129174, 0.116493, 0.10978, 0.113129, 0.132348, 0.118724, 0.11491, 0.110061, 0.128879, 0.122906, 0.125474, 
