Algorithm;Hyperparameter (C);Values
Improved Split State Space; 0.464159; 0.092708, 0.0899359, 0.0976759, 0.0959355, 0.109856, 0.0822224, 0.10061, 0.0930449, 0.114104, 0.0993031, 0.0885296, 0.108584, 0.0918156, 0.10018, 0.0843228, 0.107251, 0.0959207, 0.107131, 0.0953152, 0.111632, 0.0973197, 0.115067, 0.102343, 0.0914859, 0.0949851, 0.109476, 0.0928622, 0.102219, 0.088635, 0.098659, 0.0863905, 0.0890587, 0.102996, 0.0963438, 0.0908821, 0.0949389, 0.0933016, 0.103124, 0.0934961, 0.0941384, 0.102623, 0.0878876, 0.0976149, 0.0991814, 0.0846733, 0.09976, 0.0947644, 0.0915255, 0.0952013, 0.0786948, 0.087027, 0.102442, 0.101249, 0.0996446, 0.100943, 0.0988738, 0.0977324, 0.105867, 0.102283, 0.108943, 0.0972277, 0.0950421, 0.0978189, 0.0936612, 0.0915561, 0.10533, 0.0959086, 0.124373, 0.10589, 0.0921655, 0.0944227, 0.0982176, 0.111049, 0.104116, 0.0997548, 0.0941349, 0.0867328, 0.0893809, 0.0985954, 0.109111, 0.107375, 0.0913703, 0.0949362, 0.0861597, 0.112817, 0.0855421, 0.0959137, 0.0986167, 0.100985, 0.0896623, 0.095566, 0.0874166, 0.0987738, 0.096087, 0.103915, 0.0954354, 0.0972583, 0.0978147, 0.107422, 0.0937692, 
Smooth State Space; 0.464159; 0.0822224, 0.10018, 0.108584, 0.114104, 0.10061, 0.0986167, 0.0953152, 0.0949851, 0.0959355, 0.107131, 0.0949389, 0.0973197, 0.0914859, 0.0878876, 0.109856, 0.0963438, 0.101249, 0.0978189, 0.109476, 0.0930449, 0.0996446, 0.0993031, 0.0843228, 0.088635, 0.0991814, 0.0885296, 0.102623, 0.0934961, 0.102343, 0.0918156, 0.0972583, 0.098659, 0.0933016, 0.115067, 0.0846733, 0.102442, 0.111632, 0.0874166, 0.0941384, 0.102996, 0.0952013, 0.087027, 0.0908821, 0.0954354, 0.092708, 0.0915255, 0.112817, 0.0915561, 0.107251, 0.0988738, 0.0913703, 0.0976759, 0.09976, 0.0890587, 0.104116, 0.102219, 0.0959207, 0.0972277, 0.0941349, 0.111049, 0.0976149, 0.0949362, 0.0861597, 0.0928622, 0.0944227, 0.103124, 0.100943, 0.0982176, 0.0896623, 0.124373, 0.0867328, 0.0959086, 0.0921655, 0.10533, 0.0997548, 0.108943, 0.0786948, 0.0978147, 0.103915, 0.105867, 0.0977324, 0.0985954, 0.0987738, 0.0959137, 0.100985, 0.0863905, 0.095566, 0.096087, 0.0950421, 0.10589, 0.0947644, 0.0855421, 0.102283, 0.0936612, 0.109111, 0.107422, 0.0937692, 0.107375, 0.0893809, 0.0899359, 
Point State Space; 0.464159; 3.50808e-05, 0.00820488, 0.0116482, 0.0144983, 0.00825616, 0.0165209, 0.0283401, 0.0131413, 0.007002, 0.015583, 0.0196506, 0.0215061, 0.00818447, 0.00789576, 0.000574513, 0.0297199, 0.0221854, 0.0359238, 0.0164147, 0.000758082, 0.0342167, 0.0151824, 0.0242389, 0.015065, 0.0154851, 5.71881e-05, 0.0132606, 0.0168169, 0.0146457, 0.0257855, 0.0217456, 0.0304607, 0.0151471, 0.00735796, 0.0276011, 0.00825219, 0.00799027, 0.00806701, 0.0166241, 0.0177874, 0.0205477, 0.0212968, 0.0162324, 0.00775538, 0.00820951, 0.00126674, 0.000227239, 0.0141794, 0.00823486, 0.0321805, 0.0306629, 0.0253169, 0.0156557, 0.0170496, 0.00820925, 0.0171124, 0.00826191, 0.00796556, 0.0164703, 0.015031, 0.0298428, 0.0444446, 0.0157187, 0.0195637, 0.00825354, 0.0205141, 0.0155592, 0.0202422, 0.026019, 0.0157821, 0.0162685, 0.033079, 0.0082573, 0.0131948, 0.026233, 0.0478021, 0.0156606, 0.0189804, 0.0122149, 0.0261942, 0.0351553, 0.0164213, 0.0381457, 0.00823403, 7.0147e-05, 0.0161727, 0.00796023, 0.0208206, 0.0249416, 0.00826409, 0.016159, 0.000180322, 0.0308522, 0.00725788, 0.00823166, 0.0736553, 0.00798877, 0.000175258, 0.0259734, 0.0247971, 
Grid State Space; 1; 0.0788027, 0.0719528, 0.0803738, 0.091171, 0.0912131, 0.0684324, 0.0649478, 0.0722475, 0.0663731, 0.0850947, 0.096877, 0.0866887, 0.0805201, 0.0904968, 0.0607083, 0.0697152, 0.0707815, 0.0796673, 0.0774111, 0.0735616, 0.0630478, 0.0717017, 0.0805368, 0.0675755, 0.069586, 0.0728118, 0.065128, 0.0649824, 0.0676404, 0.098316, 0.0942792, 0.0850143, 0.0666353, 0.0726694, 0.0753787, 0.0730083, 0.0651432, 0.0692306, 0.0755329, 0.06351, 0.0735471, 0.0752993, 0.0628792, 0.067573, 0.0648841, 0.084826, 0.0753295, 0.0718074, 0.0681726, 0.0678607, 0.067718, 0.0644762, 0.073296, 0.0863623, 0.0843625, 0.0759603, 0.0659863, 0.0704199, 0.0793873, 0.0755647, 0.0651501, 0.0683632, 0.0767805, 0.0797031, 0.0632697, 0.0754113, 0.0755927, 0.0737502, 0.0765501, 0.0729068, 0.0967815, 0.0804507, 0.0753628, 0.0759323, 0.0929569, 0.0667545, 0.0881302, 0.0748688, 0.0867071, 0.0851287, 0.0694117, 0.091987, 0.0741607, 0.0874108, 0.101889, 0.0716022, 0.0795695, 0.0628008, 0.0712565, 0.10411, 0.062667, 0.0741431, 0.0632461, 0.0659166, 0.0806612, 0.092967, 0.0845006, 0.0756396, 0.0679039, 0.0640403, 
Deterministic State Space; 1; 0.0642346, 
Improved Split State Space; 1; 0.0899868, 0.0924682, 0.101334, 0.0862193, 0.100911, 0.0946175, 0.0952241, 0.0906753, 0.10984, 0.0999209, 0.104415, 0.0939761, 0.0803382, 0.10411, 0.10312, 0.114928, 0.103625, 0.091624, 0.110148, 0.0898483, 0.0954368, 0.0987619, 0.0954004, 0.0952435, 0.0860896, 0.0863887, 0.0821722, 0.092367, 0.0904985, 0.0755872, 0.0924887, 0.0970127, 0.089321, 0.0909279, 0.0995125, 0.109894, 0.0990099, 0.0939394, 0.0988675, 0.0987145, 0.105659, 0.0951749, 0.10297, 0.112102, 0.0882246, 0.102992, 0.0914734, 0.112574, 0.109026, 0.105936, 0.0979951, 0.0959207, 0.0931097, 0.110726, 0.101513, 0.0932457, 0.0916843, 0.113756, 0.104905, 0.117243, 0.118279, 0.098804, 0.105988, 0.111247, 0.0925184, 0.116754, 0.108808, 0.0908405, 0.0946662, 0.107613, 0.0878077, 0.0919362, 0.0865787, 0.0880651, 0.0817683, 0.0970857, 0.104235, 0.102053, 0.0972313, 0.104489, 0.103052, 0.0954854, 0.0899657, 0.10548, 0.086358, 0.0999372, 0.104011, 0.102423, 0.0991178, 0.0943065, 0.0941749, 0.111919, 0.115836, 0.0859008, 0.0921199, 0.0943517, 0.0974331, 0.09634, 0.102435, 0.102205, 
Smooth State Space; 1; 0.105936, 0.0999209, 0.0987619, 0.0803382, 0.10312, 0.086358, 0.101334, 0.104415, 0.098804, 0.10297, 0.0931097, 0.100911, 0.118279, 0.0882246, 0.0932457, 0.0939761, 0.089321, 0.110148, 0.0924682, 0.0862193, 0.0952435, 0.10984, 0.0959207, 0.0970127, 0.0863887, 0.104905, 0.0979951, 0.0906753, 0.0999372, 0.0952241, 0.103625, 0.0990099, 0.0988675, 0.0908405, 0.0941749, 0.10411, 0.0921199, 0.0904985, 0.091624, 0.0925184, 0.0860896, 0.0899868, 0.0909279, 0.0898483, 0.108808, 0.0954368, 0.0878077, 0.0987145, 0.114928, 0.09634, 0.0914734, 0.109026, 0.112574, 0.0899657, 0.105988, 0.109894, 0.116754, 0.105659, 0.0924887, 0.092367, 0.104235, 0.102423, 0.113756, 0.102992, 0.10548, 0.0972313, 0.0946175, 0.110726, 0.104489, 0.0954004, 0.0865787, 0.0954854, 0.0821722, 0.0970857, 0.102435, 0.117243, 0.111247, 0.0859008, 0.0817683, 0.0951749, 0.0946662, 0.0974331, 0.112102, 0.0919362, 0.0880651, 0.101513, 0.0991178, 0.0755872, 0.107613, 0.102053, 0.103052, 0.0939394, 0.0943065, 0.111919, 0.0995125, 0.115836, 0.104011, 0.0916843, 0.0943517, 0.102205, 
Point State Space; 1; 0.0306629, 0.0215061, 0.00818447, 0.000180322, 0.0131413, 0.0276011, 0.00825616, 0.0171124, 0.0212968, 0.000758082, 0.0116482, 0.0195637, 0.0359238, 0.00799027, 0.000574513, 0.007002, 0.0257855, 0.0205141, 0.0166241, 5.71881e-05, 3.50808e-05, 0.000227239, 0.0321805, 0.0177874, 0.0164703, 0.00826191, 0.0261942, 0.00725788, 0.00735796, 0.00820488, 0.00806701, 0.0162324, 0.0132606, 0.0151824, 0.0156557, 0.0154851, 0.0342167, 0.0381457, 0.00126674, 0.0304607, 0.00825354, 0.00789576, 0.0155592, 0.0242389, 0.00823486, 0.0217456, 0.00825219, 0.0351553, 0.0444446, 0.0144983, 0.00823166, 0.033079, 0.0283401, 0.00796023, 0.0165209, 0.0146457, 7.0147e-05, 0.0298428, 0.0122149, 0.0082573, 0.0156606, 0.016159, 0.015065, 0.0297199, 0.015583, 0.0253169, 0.0168169, 0.0170496, 0.0205477, 0.026233, 0.0247971, 0.0208206, 0.00775538, 0.0131948, 0.0189804, 0.0478021, 0.00826409, 0.0259734, 0.0221854, 0.0249416, 0.0162685, 0.026019, 0.0157187, 0.0141794, 0.00798877, 0.00820951, 0.0202422, 0.0164213, 0.015031, 0.0161727, 0.00820925, 0.00796556, 0.0196506, 0.0736553, 0.0157821, 0.000175258, 0.00823403, 0.0151471, 0.0164147, 0.0308522, 
Time: 1407.44s
Time: 1177.61s
Time: 1098.05s
Time: 1629.44s
Time: 3655.84s
Time: 4428.58s
Time: 1309.25s
Time: 1539.23s
Time: 285.2s
Time: 290.014s
Time: 498.255s
Time: 2244.94s
Time: 2667.35s
Time: 2461.21s
Time: 7931s
Time: 21432.9s
Time: 26026s
Time: 384.949s
Time: 413.614s
Time: 485.892s
Time: 651.098s
Time: 798.463s
Time: 395.978s
Time: 565.307s
Time: 240.933s
Time: 153.042s
Time: 165.096s
Time: 37.0137s
Time: 598.999s
Time: 889.822s
Time: 820.848s
